bins	ERR1713356	ERR2683233	ERR4998600	ERR4998601
student389_ERR2683233_Bin_00012	7.078329018273553	12.246662029880746	0.003294131862529121	0.004601175012635733
student389_ERR2683233_Bin_00013	11.709066624871378	11.632943773978344	0.0	0.0
student389_ERR2683233_Bin_00014	10.904611170068577	16.313764675731758	0.0034778378665316083	0.0026763644084869163
student389_ERR2683233_Bin_00015	0.6420408668974644	7.885307611894436	0.0	0.0
student389_ERR2683233_Bin_00016	6.411814813503477	8.106288126662266	0.0	0.0
student389_ERR2683233_Bin_00017	36.78983262958345	40.31029483334801	0.0044764981529462474	0.0054544864634366785
student389_ERR2683233_Bin_00018	11.72472130343514	6.162142422182779	0.0	0.0
student389_ERR2683233_Bin_00019	5.0069130608974355	8.656011618589744	0.0	0.0
student389_ERR2683233_Bin_00020	7.182292137472204	12.745414730714298	0.0006824797063981343	0.00034123985319906713
student389_ERR2683233_Bin_00021	6.924145974681948	12.98991653980445	0.0016799586129401314	0.00391063213542024
student389_ERR2683233_Bin_00022	6.841293631336094	9.754906871008556	0.0020604390447191865	0.0015836246156387625
student389_ERR2683233_Bin_00023	2.865847820883831	5.730988489740856	0.0011917736955270408	0.00029472909648718524
student389_ERR2683233_Bin_00024	5.594471002628519	12.156856494729194	0.0	0.0
student389_ERR2683233_Bin_00025	40.28141006065342	42.416022094863955	0.0013708549908010494	0.0011914981706789526
student389_ERR2683233_Bin_00026	18.86825994645989	11.458253484722606	0.011871134496446044	0.006679590141235115
student389_ERR2683233_Bin_00027	20.05494871987763	28.636964317059103	0.006808094485819604	0.018152411043406303
student389_ERR2683233_Bin_00028	5.944939792498916	13.20281063514436	0.0	0.0
student389_ERR2683233_Bin_00029	5.339858239439552	5.748888698160138	0.0	0.0
student389_ERR2683233_Bin_00030	37.71727116120634	42.7032286478186	0.1697573447450678	0.1391623599840984
student389_ERR2683233_Bin_00031	5.896658406073904	6.380648114532856	0.0006355921056093108	0.0013637870345524284
student389_ERR2683233_Bin_00032	6.936033085812136	12.206295592335302	0.0006024452094035713	0.0006024452094035713
student389_ERR2683233_Bin_00033	1.9577829857548628	6.143841867095785	0.0	0.0
student389_ERR2683233_Bin_00034	34.07804087374088	29.821023783731345	0.15128781386926224	0.1680140341800191
student389_ERR2683233_Bin_00035	11.26757046945138	7.9832412713607495	0.0	0.0
student389_ERR2683233_Bin_00036	6.740357483515116	11.265199684817318	0.0004959980093725377	0.0003914900675983909
student389_ERR2683233_Bin_00037	5.42641923083252	14.436192364019782	0.0	0.0
student389_ERR2683233_Bin_00038	1.6523100363251237	5.112468529064744	0.0	0.0
student389_ERR2683233_Bin_00039	13.843472008217772	15.084653312788905	1.1612018489984592	0.9597329224447868
student389_ERR2683233_Bin_00040	108.5403792962306	74.3049088556202	0.386494341978509	0.33938206219069
student389_ERR2683233_MAG_00001	54.42491815295735	15.95330983815666	0.0	0.0
student389_ERR2683233_MAG_00002	22.75588887610937	14.904891917360503	0.00022015874136333547	0.0006688679249939901
student389_ERR2683233_MAG_00003	22.192203996855753	9.056822131471547	0.0	0.0
student389_ERR2683233_MAG_00004	12.225517348505255	12.489859589227848	0.0	0.0
student389_ERR2683233_MAG_00005	29.95732921872184	7.7593113072980975	0.0	0.0
student389_ERR2683233_MAG_00006	6.686158277830547	12.013771830163058	3.421730140816868e-05	0.0
student389_ERR2683233_MAG_00007	11.138305848062439	8.265039735047074	0.0	0.0
student389_ERR2683233_MAG_00008	2.351976650595066	6.5265572130750416	0.004103337527057334	0.004307293172565231
student389_ERR2683233_MAG_00009	1.936292189090656	9.630780470986435	4.1057957521600295e-05	0.0
student389_ERR2683233_MAG_00010	13.791236831166277	19.844739618020014	0.0036986711601982754	0.004713850238458135
student389_ERR2683233_MAG_00011	6.240348786743719	12.584873689190562	0.00044231265493161506	0.0008069151307094988
