bins	ERR1713356	ERR2683233	ERR4998600	ERR4998601
student389_ERR4998600_Bin_00013	0.0	0.00014566840432887653	0.9972682318574858	0.030196089094680578
student389_ERR4998600_Bin_00014	0.00021409345294822406	0.000335705932700671	0.9973860252926213	0.07322088571802458
student389_ERR4998600_Bin_00015	0.0	0.00025028531914437916	0.9969580236638956	0.4711520162042916
student389_ERR4998600_Bin_00016	0.001011647495043379	0.0016348946125254605	0.9974347509947115	0.807188568383306
student389_ERR4998600_Bin_00017	0.0010945288851951372	0.00142509700347224	0.9963246603816235	0.7352710233675118
student389_ERR4998600_Bin_00018	0.00016836546679325668	0.0006388967713412986	0.9991771277185866	0.6728068028568609
student389_ERR4998600_Bin_00019	9.032803529296996e-05	0.0008882256803808712	0.996453721334398	0.8954976894088572
student389_ERR4998600_Bin_00020	0.0	0.0004812266368764463	0.9985244019961085	0.1585506730421012
student389_ERR4998600_Bin_00021	0.0002945953459788223	0.0006643027503694636	0.9964970467304306	0.05804601345188683
student389_ERR4998600_Bin_00022	0.004067724554176744	0.0056812875008454295	0.9980192790175624	0.9717417139838901
student389_ERR4998600_Bin_00023	0.0016766615804974982	0.0024395869557503284	0.9964648167204855	0.4704676909974806
student389_ERR4998600_Bin_00024	0.0004482440526459392	0.0014919814119471115	0.9972304147665016	0.47027080870156474
student389_ERR4998600_Bin_00025	0.0002380219976609001	0.0005377241143169837	0.9990882413179302	0.496063147789519
student389_ERR4998600_Bin_00026	0.002610579717803731	0.0051788828409871585	0.9967975479575121	0.9117476087301168
student389_ERR4998600_Bin_00027	0.005414140762281979	0.0060487259224004525	0.9972008341030367	0.8380449937012046
student389_ERR4998600_Bin_00028	0.0007570514299385644	0.0008971828458639871	0.995450855741543	0.9748703357172763
student389_ERR4998600_Bin_00029	0.0003427894926938461	0.0004146916789662138	0.9963837101974021	0.08307935325934282
student389_ERR4998600_Bin_00030	4.6691410952832274e-05	7.003711642924841e-05	0.9978778105230119	0.12859203671501282
student389_ERR4998600_Bin_00031	0.0	0.000191779315705831	0.9969980144448181	0.5070351045644755
student389_ERR4998600_Bin_00032	0.0	0.00046214849755523443	0.9976399616724846	0.20446990026835424
student389_ERR4998600_Bin_00033	0.0002642761633401707	0.0009940984157431585	0.9997514753960642	0.9824090084918407
student389_ERR4998600_Bin_00034	0.0012999504655971778	0.001504378159783831	0.9958786852678396	0.4767057263342183
student389_ERR4998600_Bin_00035	0.0	0.002045330137736156	0.9952620833518264	0.9326150636900271
student389_ERR4998600_Bin_00036	0.0	0.00031997828026218824	0.9968444566187022	0.07413436178877555
student389_ERR4998600_Bin_00037	0.005831846277187265	0.00839863449453022	0.997814674011431	0.899242247911656
student389_ERR4998600_Bin_00038	0.0	8.999568920648701e-05	0.9966791590682806	0.11083659092729459
student389_ERR4998600_Bin_00039	0.0006641917316968458	0.0018873483681423678	0.9963271628322011	0.6323475684184828
student389_ERR4998600_Bin_00040	0.0	0.0	0.9976756181736559	0.1077885442835257
student389_ERR4998600_Bin_00041	0.00017244293001231241	0.00038857140229441066	0.9961418768458579	0.35065695008237024
student389_ERR4998600_Bin_00042	0.0007380651971335032	0.0021750245334520835	0.9978126056587747	0.281000799914236
student389_ERR4998600_Bin_00043	0.0	0.0007604063010457934	0.9971074050430897	0.03085630198456657
student389_ERR4998600_Bin_00044	0.00020823679971757023	0.0	0.997079168597339	0.1096939056949317
student389_ERR4998600_Bin_00045	0.0	0.0022393416436666566	0.9973436252059891	0.47458119761810885
student389_ERR4998600_Bin_00046	0.0	0.0	0.998160633308101	0.1770602675571088
student389_ERR4998600_Bin_00047	0.5909329484319643	0.6287888728513319	0.9990814853693741	0.8718672090276867
student389_ERR4998600_MAG_00001	0.0004134501208166805	0.00043240485414925035	0.9998053190930634	0.08629023882569109
student389_ERR4998600_MAG_00002	0.0003839532204977531	0.0005820926171446857	0.9998732559023796	0.1075536458928052
student389_ERR4998600_MAG_00003	0.00040491929004455484	0.0007427324519757505	0.9999310678547951	0.9971961507559711
student389_ERR4998600_MAG_00004	0.00034898416710594	0.000341363038797894	0.9978667191677728	0.06053462215080943
student389_ERR4998600_MAG_00005	0.001108722629469644	0.0014664297775095446	0.9986601522148458	0.9157178668221817
student389_ERR4998600_MAG_00006	0.0	0.00011656129369781543	0.9981061713552375	0.7801080940318279
student389_ERR4998600_MAG_00007	0.0	0.0003395010224264227	0.9989464482909602	0.09708526079066597
student389_ERR4998600_MAG_00008	0.0017108874406056103	0.0018712831381623863	0.9980135609764123	0.14682512482075438
student389_ERR4998600_MAG_00009	0.0007724401864936969	0.0016215916742667678	0.9965522531813882	0.978065895007799
student389_ERR4998600_MAG_00010	0.0002404058244584191	0.0011137993752686353	0.9973765815586878	0.0313061806961408
student389_ERR4998600_MAG_00011	0.00016873426875276787	0.0004678031470903149	0.9997852982560388	0.1122469686692416
student389_ERR4998600_MAG_00012	0.0006515348016883249	0.0021861517447954192	0.996195480146663	0.9532619231484526
