bins	ERR1713356	ERR2683233	ERR4998600	ERR4998601
student389_ERR2683233_Bin_00012	0.9789421644457739	0.9984056136545486	0.0029412154764518568	0.003681676787532547
student389_ERR2683233_Bin_00013	0.9905401814006419	0.9985744171942186	0.0	0.0
student389_ERR2683233_Bin_00014	0.9896369742941095	0.998477983628534	0.0016890987861723637	0.00186488340997804
student389_ERR2683233_Bin_00015	0.36523998664772694	0.997922516653399	0.0	0.0
student389_ERR2683233_Bin_00016	0.98446504478874	0.9989294855907511	0.0	0.0
student389_ERR2683233_Bin_00017	0.9961325429086577	0.9996180747071829	0.002588192761032496	0.0031759127504646604
student389_ERR2683233_Bin_00018	0.9905233441347717	0.9977652399611172	0.0	0.0
student389_ERR2683233_Bin_00019	0.957558092948718	0.9965224358974359	0.0	0.0
student389_ERR2683233_Bin_00020	0.9750194348525663	0.9981084916746515	0.0006824797063981343	0.00034123985319906713
student389_ERR2683233_Bin_00021	0.9636973181852738	0.9976358198327829	0.001207122579496717	0.0015204923428376468
student389_ERR2683233_Bin_00022	0.9861378406688918	0.9984937169374247	0.001098550409046709	0.0006562768677421899
student389_ERR2683233_Bin_00023	0.8861554468508492	0.996542372747251	0.0006893495981596245	0.00029472909648718524
student389_ERR2683233_Bin_00024	0.9621141679498612	0.9974074882076721	0.0	0.0
student389_ERR2683233_Bin_00025	0.9972345864738884	0.9997443967783722	0.0013637439274481909	0.0010848322203860755
student389_ERR2683233_Bin_00026	0.9889264285054925	0.9977291608972584	0.0014068125173082248	0.001102187759623373
student389_ERR2683233_Bin_00027	0.9891822763860678	0.999029564432408	0.004488577948293588	0.009832242533664335
student389_ERR2683233_Bin_00028	0.9574264570371005	0.9986048056981033	0.0	0.0
student389_ERR2683233_Bin_00029	0.9519440027940818	0.9974030675414884	0.0	0.0
student389_ERR2683233_Bin_00030	0.987906211756269	0.9990802017320269	0.013492972897130697	0.011205169578062031
student389_ERR2683233_Bin_00031	0.9743858486049068	0.9971009002467655	0.0006355921056093108	0.0009881142171641437
student389_ERR2683233_Bin_00032	0.980103349276188	0.9977649681701465	0.0005098840911375921	0.0006024452094035713
student389_ERR2683233_Bin_00033	0.7771132807015649	0.9980263086842418	0.0	0.0
student389_ERR2683233_Bin_00034	0.9762647738847839	0.9993128425681903	0.020121586444404923	0.022292195508415658
student389_ERR2683233_Bin_00035	0.9825233173356791	0.9976844365677917	0.0	0.0
student389_ERR2683233_Bin_00036	0.9690324721104798	0.9984506282917928	0.0004959980093725377	0.0003914900675983909
student389_ERR2683233_Bin_00037	0.9179201111866363	0.9979418320732434	0.0	0.0
student389_ERR2683233_Bin_00038	0.731705051143173	0.9990616783879449	0.0	0.0
student389_ERR2683233_Bin_00039	0.9831946584488958	0.9987776065742168	0.07014894709809964	0.06778633795582949
student389_ERR2683233_Bin_00040	0.9877330290363792	0.9981436232009889	0.03232328243801397	0.03145090937656335
student389_ERR2683233_MAG_00001	0.9993903431073994	0.998991162999149	0.0	0.0
student389_ERR2683233_MAG_00002	0.9979543994972877	0.9989574545700463	0.0001505569868067653	0.0002349676253115419
student389_ERR2683233_MAG_00003	0.9968557535003602	0.9979990572419232	0.0	0.0
student389_ERR2683233_MAG_00004	0.9951904724920805	0.9982351570594544	0.0	0.0
student389_ERR2683233_MAG_00005	0.997736785015346	0.9984201714227904	0.0	0.0
student389_ERR2683233_MAG_00006	0.9810512188646319	0.9980572176644917	3.421730140816868e-05	0.0
student389_ERR2683233_MAG_00007	0.9935274357281338	0.9988773961377692	0.0	0.0
student389_ERR2683233_MAG_00008	0.8349412748400004	0.9982995881815128	0.00017504239307957397	0.000206299963272355
student389_ERR2683233_MAG_00009	0.7729568363946436	0.9994700532502676	4.1057957521600295e-05	0.0
student389_ERR2683233_MAG_00010	0.9944419364499014	0.9989909667499519	0.0022828958248595397	0.002926531652132714
student389_ERR2683233_MAG_00011	0.9807655088012888	0.9980635991836032	0.00030448705416839355	0.0007189413429882937
