bins	ERR1713356	ERR2683233	ERR4998600	ERR4998601
student389_ERR4998601_Bin_00004	5.7083494628859e-05	0.0004498633020420014	0.16372869386915706	0.9984148934239814
student389_ERR4998601_Bin_00005	0.0	0.0	0.39004143439977357	0.9982780715673524
student389_ERR4998601_Bin_00006	0.0006932501433161354	0.0009089818312711565	0.9230443861888089	0.995619919549048
student389_ERR4998601_Bin_00007	0.00040406987345465155	0.0008869114911928814	0.9427694103059698	0.9958936581452171
student389_ERR4998601_Bin_00008	0.000378413788654038	0.000920600102233758	0.6829215033325228	0.9975620226403109
student389_ERR4998601_Bin_00009	0.003257438906148416	0.006330409586948648	0.7194733207205058	0.9967470603188601
student389_ERR4998601_Bin_00010	0.0007756450247315182	0.0019342386702909853	0.6242647386480104	0.9932169355198075
student389_ERR4998601_Bin_00011	0.0011858037333786183	0.0018738626897834957	0.9859679891550197	0.9980251243995953
student389_ERR4998601_Bin_00012	0.0017100171750083879	0.0017757071126819413	0.49115825911686944	0.9977590584553135
student389_ERR4998601_Bin_00013	0.0007315819793883441	0.0015164776252908187	0.7967742269888589	0.996947792592066
student389_ERR4998601_Bin_00014	0.0001928089956965032	0.00015553258986184595	0.3798504316350717	0.9986220583774224
student389_ERR4998601_Bin_00015	0.0012215336929941175	0.002196884971853144	0.8819027790477664	0.9982650001289527
student389_ERR4998601_Bin_00016	0.0	0.0009374520560989933	0.18492776011384857	0.9951053575490814
student389_ERR4998601_Bin_00017	0.0001470749131450894	0.0005380789505308149	0.10015980944830766	0.9972719397208087
student389_ERR4998601_Bin_00018	0.006581523378743562	0.006647852125408403	0.8471764280472175	0.9959539464534447
student389_ERR4998601_Bin_00019	0.00437297439794067	0.012452122133143114	0.2439561462000093	0.9936266224200226
student389_ERR4998601_Bin_00020	0.00016582457427551336	0.0004354053067569345	0.12855202722858036	0.9948844508427409
student389_ERR4998601_Bin_00021	0.00024322823025167548	0.0011504037917308976	0.826443510243524	0.9987739982448125
student389_ERR4998601_Bin_00022	0.5203165098374679	0.5521813515825492	0.8463430282292558	0.9868477331052181
student389_ERR4998601_MAG_00001	2.6282084676183596e-05	0.00021119532329076104	0.9039798116043851	0.9995006403911525
student389_ERR4998601_MAG_00002	0.0007324823611784348	0.0014667600222617188	0.9756243155419113	0.9971347013518608
student389_ERR4998601_MAG_00003	8.624927766229957e-05	0.0004933458682283535	0.9866451618467695	0.997901267576884
